id,name,description,resource_type,resource_type_id,status,address_street1,address_street2,city,state,zipCode,latitude,longitude,timezone,website,phone,open_by_appointment,appointment_required,accepting_new_clients,usage_limit_count,usage_limit_interval,confidence,rating_average,review_count,subscription_count,regions_served,tags,has_shifts,has_occurrences,borough,poverty_rate,distance_to_nearest_pantry_miles,food_access_risk_raw,food_access_risk,risk_tier
536,"Grand Central Food Program, Fordham & Webster","""For a smoother experience, this is a grab-and-go meal site where trucks arrive sometimes earlier or later due to traffic. We recommend arriving 15 minutes before the scheduled time. If the truck is running late, please allow at least 15 minutes from the scheduled arrival time before inquiring.""",Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,404 East Fordham Road,,Belmont,NY,10458,40.8614025,-73.891308,America/New_York,https://www.coalitionforthehomeless.org/our-programs/food/grand-central-food-program/grand-central-food-program-routes/,(212) 776-2000,False,False,True,,,0.4,1.8095238095238095,27,98,NEW_YORK_CITY,"First come, first serve: open until food runs out",True,True,The Bronx,0.26,0.23,0.0598,0.0042,low
459,"Grand Central Food Program, Lafayette & Manida","NW Corner of Lafayette Ave & Manida ST 
""For a smoother experience, this is a grab-and-go meal site where trucks arrive sometimes earlier or later due to traffic. We recommend arriving 15 minutes before the scheduled time. If the truck is running late, please allow at least 15 minutes from the scheduled arrival time before inquiring.""",Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,1264 Lafayette Avenue,,Hunts Point,NY,10474,40.8163966,-73.8884707,America/New_York,https://www.coalitionforthehomeless.org/our-programs/food/grand-central-food-program/grand-central-food-program-routes/,(212) 776-2000,False,False,True,,,0.88,2.3333333333333335,5,29,NEW_YORK_CITY,,True,True,The Bronx,0.26,0.057,0.0148,0.001,low
512,"Grand Central Food Program, Lincoln Hospital","""For a smoother experience, this is a grab-and-go meal site where trucks arrive sometimes earlier or later due to traffic. We recommend arriving 15 minutes before the scheduled time. If the truck is running late, please allow at least 15 minutes from the scheduled arrival time before inquiring.""",Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,UNAVAILABLE,234 East 149th Street,,Mott Haven,NY,10451,40.8160855,-73.9247762,America/New_York,https://www.coalitionforthehomeless.org/our-programs/food/grand-central-food-program/grand-central-food-program-routes/,,False,False,True,,,0.8,2.375,9,20,,,True,False,The Bronx,0.26,0.052,0.0135,0.001,low
441,"Grand Central Food Program, SW corner Randall & Bryant","""For a smoother experience, this is a grab-and-go meal site where trucks arrive sometimes earlier or later due to traffic. We recommend arriving 15 minutes before the scheduled time. If the truck is running late, please allow at least 15 minutes from the scheduled arrival time before inquiring.""",Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,587 Bryant Avenue,,Hunts Point,NY,10474,40.81220820000001,-73.8850432,America/New_York,https://www.coalitionforthehomeless.org/our-programs/food/grand-central-food-program/grand-central-food-program-routes/,(212) 776-2000,False,False,True,,,0.87,,1,22,NEW_YORK_CITY,,True,True,The Bronx,0.26,0.233,0.0606,0.0043,low
533,Grand Concourse SDA Church,- Closed on the fifth Wednesday of the month.,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1275 Grand Concourse,,New York,NY,10452,40.8364441,-73.9164634,America/New_York,https://grandconcourseny.adventistchurch.org/,(718) 681-2232,False,False,True,,,0.85,2.3666666666666667,43,143,,"ID required,Must bring own bags/cart,First come, first serve: open until food runs out",True,True,The Bronx,0.26,0.035,0.0091,0.0006,low
496,Greater Universal Baptist Church,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,UNAVAILABLE,253 E 153rd St,,New York,NY,10451,40.8205477,-73.92179689999999,America/New_York,http://greateruniversal.org/,(718) 292-8640,False,False,True,,,0.63,,0,0,,,False,False,The Bronx,0.26,0.042,0.0109,0.0008,low
cmiszqp2p02xeywebl195shp6,Guiding Light of Truth Church,**No hrs,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1827 Anthony Avenue,,West Bronx,NY,10457,40.8469948,-73.90403789999999,America/New_York,,(718) 583-6041,False,False,True,,,0.53,,0,14,,,False,False,The Bronx,0.26,0.07,0.0182,0.0013,low
cmi3l58x101zt1oe8c3efgyjw,Guru Seva Hidu Milan Mandir Cultural Group,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,3201 Bruckner Boulevard,,Pelham Bay,NY,10461,40.8388693,-73.82618049999999,America/New_York,,(347) 951-5669,False,False,True,,,0.8,2.75,4,19,,,True,True,The Bronx,0.26,0.728,0.1893,0.0134,low
555,HOSTOS Community College,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,"120 E 149th St, Room B101",,New York,NY,10451,40.818675,-73.928825,America/New_York,https://www.hostos.cuny.edu/Home,(718) 319-7981,False,False,True,,,0.7,,0,0,,"Students & staff only,Other social services available",True,False,The Bronx,0.26,0.224,0.0582,0.0041,low
cl52o9xe41532234hu05zgtm60m,Harvest Fields Community Church,"* Client Registration and appointments can be done/made digitally now and the verification process can occur in person or over the phone with a member services associate. However, in-person services are still available: on Wednesdays at our main location, 2424 Jerome Ave, from 9a -12p ONLY.
Closed: 
* Thanksgiving week
* Last two weeks of December
* https://www.hfcc1.org/
* Need volunteers",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2626 East Tremont Avenue,,Westchester Square,NY,10461,40.8427139,-73.84647799999999,America/New_York,https://www.hfcc1.org/,(347) 618-1162,False,False,True,,,0.3,2.413793103448276,40,181,,"ID required,Registration required",True,True,The Bronx,0.26,0.202,0.0525,0.0037,low
425,Heavenly Vision Christian Center,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,2868 Jerome Ave,,New York,NY,10468,40.8714855,-73.8921194,America/New_York,,(718) 220-8124,False,False,True,,,0.95,2.489795918367347,69,285,,"ID required,First come, first serve: open until food runs out",True,False,The Bronx,0.26,0.101,0.0263,0.0019,low
cmir2ytjn011lygd09b7o9gs1,Heavenly Vision Christian Center - South Bronx,"Fax Number: (718) 364-3067
https://www.facebook.com/HeavenlyVisionCC
https://twitter.com/hvcc_nyc
https://www.instagram.com/pastora.xiomara",Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,2768 Jerome Avenue,,West Bronx,NY,10468,40.8697893,-73.8955943,America/New_York,,(718) 220-8124,False,False,True,,,0.79,2.0,2,8,BRONX,,True,False,The Bronx,0.26,0.216,0.0562,0.004,low
cmisyigye02dx1jeetrcy48h8,Highbridge Community Life Cent,**No hrs,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,979 Ogden Avenue,,Highbridge,NY,10452,40.8324677,-73.9304403,America/New_York,,(718) 293-4352,False,False,True,,,0.53,,0,14,,,False,False,The Bronx,0.26,0.047,0.0122,0.0009,low
cmir3j33i012m00ckue2l8607,Holy Cross Church,"The food pantry stopped operating years ago, and there’s no indication that it will reopen.
",Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,600 Soundview Avenue,,Clason Point,NY,10473,40.8177525,-73.8617083,America/New_York,https://holycrossbronx.com/,(718) 893-5550,False,False,True,,,0.78,,0,18,,,True,False,The Bronx,0.26,0.206,0.0536,0.0038,low
1519,Holy Tabernacle Church Food Outreach Program,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,UNAVAILABLE,3780 3rd Avenue,,Morrisania,NY,10456,40.8366719,-73.9019715,America/New_York,,(718) 292-3340,False,False,True,,,0.99,2.380952380952381,27,130,,ID required,True,False,The Bronx,0.26,0.067,0.0174,0.0012,low
clm8papty01r2ty286g0mxovm,Housing Solutions of New York,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1802 Crotona Avenue,,West Bronx,NY,10457,40.8425989,-73.8934529,America/New_York,hsofny.org,(347) 974-7397,False,True,True,,,0.9,2.444444444444444,23,68,,"ID required,Schedule appointment through Plentiful app",True,True,The Bronx,0.26,0.134,0.0348,0.0025,low
ckxexc1n208780413nib7w4tv,Hunt's Point Community Fridge,"Open 24/7! Free, outdoor community fridge/pantry operated by local volunteers.",Community fridge,COMMUNITY_FRIDGE,UNAVAILABLE,15 Canal Place,,New York,New York,10451,40.813032,-73.9280239,America/New_York,https://www.instagram.com/hpcommunityfridge/,,False,False,True,,,0.79,,0,0,,,True,False,The Bronx,0.26,0.136,0.0354,0.0025,low
cm57fotk51ctzwk0ujst6ayl0,Hunts Point SNAP Center,,SNAP/EBT,SNAP_EBT,PUBLISHED,845 Barretto Street,,Hunts Point,NY,10474,40.8170418,-73.8902286,America/New_York,https://www.nyc.gov/site/hra/locations/snap-locations.page,(929) 252-4445,False,False,True,,,0.8,,0,1,,,True,True,The Bronx,0.26,0.046,0.012,0.0008,low
468,"ICNA Relief, Bronx",,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1277 Burke Avenue,,Laconia,NY,10469,40.8716399,-73.84953,America/New_York,https://www.icnarelief.org/ny2/end-hunger/,(214) 463-3227,False,False,True,,,0.9,1.5,7,26,,ID required,True,True,The Bronx,0.26,0.015,0.0039,0.0003,low
598,"ICNA Relief, Bronx Pantry",,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1277 Burke Avenue,,Laconia,NY,10469,40.8714787,-73.84933649999999,America/New_York,https://icnarelief.org/new-york/#1616099814493-91c28e65-fe81,(917) 299-8574,False,False,True,,,1.0,2.56,35,86,,ID required,True,True,The Bronx,0.26,0.015,0.0039,0.0003,low
cljrbas9h03n3pb0ihva047xt,IGLESIA ADVENTISTA HISPANA DE MOTT HAVEN,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,600 Westchester Avenue,,Woodstock,NY,10455,40.8156943,-73.9109517,America/New_York,https://motthavenspanishny.adventistchurch.org/,(718) 585-2989,False,False,True,,,0.65,2.0,6,19,,,True,True,The Bronx,0.26,0.075,0.0195,0.0014,low
cmisym6u602tjx2friqtgl0lm,Iglesia Arca De Salvacion,"**no hrs

Free food, groceries, and perishable goods may be passed out.",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1983 Jerome Avenue,,Morris Heights,NY,10453,40.85246679999999,-73.9088316,America/New_York,,(718) 294-4237,False,False,True,,,0.53,,0,1,,,False,False,The Bronx,0.26,0.039,0.0101,0.0007,low
603,Iglesia De Dios Pentecostal,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,3801 Dyre Ave,,New York,NY,10466,40.88793709999999,-73.83159110000001,America/New_York,https://www.iglesiaebenezercentralnorte.com,(347) 891-1347,False,False,True,,,0.81,2.0,7,23,,"ID required,Proof of address required,First come, first serve: open until food runs out",True,True,The Bronx,0.26,0.046,0.012,0.0008,low
cmit13rt502ohvoeeqml4jk66,Iglesia El Buen Camino,**No hrs,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,792 East 161st Street,,Woodstock,NY,10456,40.8207967,-73.9033399,America/New_York,,(718) 617-3032,False,False,True,,,0.53,,0,5,,,False,False,The Bronx,0.26,0.077,0.02,0.0014,low
1418,Iglesia Movimiento Mundial Padre Hijo y Espirtud Santo (Worldwide Movement Father Son & Holy Spirit),"- Baby items may be available
-  They  may have emergency food on Sunday if they have anythink in store,please call ahead to confirm",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,625 East 180th Street,,Bronx,NY,10457,40.849213,-73.890724,America/New_York,,(347) 272-9533,False,False,True,,,1.0,2.3529411764705883,52,173,,"ID required,Registration required,Diapers/baby essentials may be available,Schedule appointment through Plentiful app",True,True,The Bronx,0.26,0.011,0.0029,0.0002,low
505,Iglesia Segunda Mission Jerusalem,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,3138 Webster Ave,,New York,NY,10467,40.8719441,-73.8753985,America/New_York,https://www.foodpantries.org/li/iglesia_segunda_mission_jerusalem_10467,(718) 231-1633,False,False,True,,,0.86,1.6666666666666667,4,4,,,True,False,The Bronx,0.26,0.24,0.0624,0.0044,low
1391,Iglesia de la Alabanza del Señor Jesucristo Inc,On-site registration required,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1700 Weeks Avenue ,,Bronx,NY,10453,40.84473,-73.907578,America/New_York,http://facebook.com/IASJBronx/,(718) 583-9900,False,False,True,1.0,WEEK,0.89,2.4,26,93,,"ID required,Proof of address required,First come, first serve: open until food runs out,Registration required",True,True,The Bronx,0.26,0.143,0.0372,0.0026,low
cm9iid59q00im040vwxg2obqb,Immaculate Conception,"To receive food from the food pantry, please register with the Mexican Coalition (347-536-5193)",Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,389 East 150th Street,,Melrose,NY,10455,40.8169817,-73.9176804,America/New_York,https://iccmelrose.com/,(718) 292-6970,False,False,True,,,0.73,,0,0,,,False,False,The Bronx,0.26,0.036,0.0094,0.0007,low
569,Immaculate Conception Church,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,UNAVAILABLE,754 E Gun Hill Rd,,New York,NY,10467,40.876352,-73.864336,America/New_York,https://iccbronxcapuchin.org,(718) 653-3720,False,False,True,,,0.3,2.2,9,43,,,True,False,The Bronx,0.26,0.087,0.0226,0.0016,low
604,Infinity Bible Church,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1326 Morrison Ave,,Bronx,NY,10472,40.8326734,-73.8750999,America/New_York,https://www.facebook.com/InfinityBibleChurch/,(718) 842-7130,False,False,True,,,0.99,2.3,44,228,,ID required,True,True,The Bronx,0.26,0.075,0.0195,0.0014,low
617,Inspirational Gospel Assembly,"Starts handing out tickets from 6am-7am

On-site registration required",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1211 Brook Avenue,, Bronx,NY,10456,40.831402,-73.909195,America/New_York,https://www.igaonline.org,(718) 640-7800,False,False,True,1.0,WEEK,1.0,2.6666666666666665,40,145,,"ID required,Registration required",True,True,The Bronx,0.26,0.048,0.0125,0.0009,low
452,J&S Caring Food Pantry,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,1811 Victor St,,New York,NY,10462,40.845345,-73.86731,America/New_York,https://www.facebook.com/JS-Caring-Food-Pantry-438924756677496/,(718) 669-0217,False,False,True,,,0.45,,0,0,,,False,False,The Bronx,0.26,0.126,0.0328,0.0023,low
1473,Jamaica Benevolent Arm and Cultural Center (JBACC),On-site registration required,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2230 Light Street,1st Floor,Bronx,NY,10466,40.88789,-73.830719,America/New_York,www.jbacc.org,(646) 907-9858,False,False,True,,,0.94,2.555555555555556,16,74,,"Must bring own bags/cart,Proof of address required,Registration required",True,True,The Bronx,0.26,0.046,0.012,0.0008,low
1008,Jericho Project,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,315 East 170th Street,,Claremont,NY,10456,40.83746740000001,-73.9097346,America/New_York,,(646) 624-2341,False,False,True,,,0.79,,0,0,,,True,False,The Bronx,0.26,0.1,0.026,0.0018,low
628,Jerusalem Without Walls Church,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,3398 Boston Rd,,New York,NY,10469,40.8751336,-73.8507508,America/New_York,https://www.jerusalemacww.org/about-us.html,(347) 974-0772,False,False,True,,,0.45,,0,0,,,False,False,The Bronx,0.26,0.119,0.0309,0.0022,low
clmh9xhdv01g5to29978no493,Jesus Reconciliation Ministries,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,4051 Barnes Ave,,Bronx,NY,10466,40.889168,-73.856537,America/New_York,,(929) 325-7606,False,False,True,,,0.9,2.4615384615384617,16,50,,"First come, first serve: open until food runs out",True,True,The Bronx,0.26,0.025,0.0065,0.0005,low
640,"Jewish Community Council (JCC) of Pelham Parkway, Bronx","The Jewish Community Council food pantry is normally on Thursdays, but the last Thursday was canceled due to snow and a late food delivery. As a result, they had a pantry on 'this Monday' starting at 9:30 AM until bags were distributed. There's a possible chance of another pantry on the 'Thursday of next week,' and people should call back on Wednesday to confirm. The pantry is small, distributing 350-400 bags. There are no ID requirements; IDs were waived and never reinstated. They offer groceri",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2157 Holland Ave,,New York,NY,10462,40.8553411,-73.8659349,America/New_York,https://www.bjcconline.org,(718) 792-4744,False,False,True,,,0.7,2.4210526315789473,55,153,,"Other social services available,First come, first serve: open until food runs out,Kosher food available",True,True,The Bronx,0.26,0.003,0.0008,0.0001,low
593,Joshua and Caleb Ministries Inc,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,1688 Webster Ave,,New York,NY,10457,40.8428164,-73.90321229999999,America/New_York,https://jcminc.org,(718) 328-5900,False,False,True,,,0.71,,0,17,,,True,False,The Bronx,0.26,0.111,0.0289,0.002,low
626,KCI Pantry,PLEASE CONTACT US FOR HOURS Currently by appointment only (646) 647-1380,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,3115 Corlear Avenue,,Kingsbridge,NY,10463,40.8808823,-73.90748239999999,America/New_York,http://www.kcifoodpantry.org,(646) 647-1380,True,True,True,,,0.84,,0,263,,Call in advance for services,False,False,The Bronx,0.26,0.076,0.0198,0.0014,low
1609,LT Works NYC Food Pantry,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2347 Lafayette Avenue,,East Bronx,NY,10473,40.8241671,-73.844149,America/New_York,LTWorksnyc.org,(347) 810-1201,False,False,True,,,1.0,2.6825396825396823,79,167,,"First come, first serve: open until food runs out",True,True,The Bronx,0.26,0.275,0.0715,0.0051,low
cmj0dlees0pupyweboipzga8v,La Central YMCA,Register at https://www.eventbrite.com/e/diabetes-wellness-holiday-toy-giveaway-celebration-2025-tickets-1975669875782?aff=ebdssbdestsearch,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,434 Westchester Avenue,,Woodstock,NY,10455,40.8162221,-73.9153542,America/New_York,https://www.eventbrite.com/e/diabetes-wellness-holiday-toy-giveaway-celebration-2025-tickets-1975669875782?aff=ebdssbdestsearch,,False,False,True,,,0.68,,0,17,,,False,False,The Bronx,0.26,0.072,0.0187,0.0013,low
625,Lehman College Food Pantry,Student ID required,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,250 Bedford Park Boulevard West,,West Bronx,NY,10468,40.8725276,-73.8934809,America/New_York,https://www.lehman.edu/student-leadership/lehman-food-bank.php,(718) 960-8535,False,True,True,,,0.89,,0,10,,"Students & staff only,ID required,Must bring own bags/cart",True,False,The Bronx,0.26,0.101,0.0263,0.0019,low
721,Los Redimidos en la Sangre de Cristo,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,609 E 182nd St,,New York,NY,10457,40.852108,-73.88949,America/New_York,,(646) 408-3909,False,False,True,,,0.88,,0,17,,,True,False,The Bronx,0.26,0.124,0.0322,0.0023,low
1385,Louise Pantry at Nazareth Housing - Bronx,"* Text “**Food**” to **726879**, come to the office, or call the office **(646) 713-2739** directly to make an appointment.
* Clients can visit twice a month
* Needs volunteers
* Closed during inclement weather 
",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,406 East 184th Street,,Bronx,NY,10458,40.8563985,-73.894757,America/New_York,https://nazarethhousingnyc.org/louises-pantry/,(646) 713-2739,False,True,True,,,0.7,2.45,57,145,,"ID required,Must bring own bags/cart,Diapers/baby essentials may be available,Schedule appointment through Plentiful app",True,True,The Bronx,0.26,0.069,0.0179,0.0013,low
700,Love Gospel Assembly - The Love Kitchen,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,2315 Grand Concourse,,New York,NY,10458,40.8581476,-73.9001118,America/New_York,,(347) 591-0040,False,False,True,,,0.5,,0,2,,,True,False,The Bronx,0.26,0.095,0.0247,0.0017,low
cm9h33wil00dry30xsfwkpyhg,Love Wins Food Pantry at Presbyterian Senior Services,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1181 Nelson Avenue,,Highbridge,NY,10452,40.8373219,-73.9260263,America/New_York,https://www.lovewinsnyc.org/,(631) 640-6665,False,False,True,,,0.74,3.0,5,26,,,True,True,The Bronx,0.26,0.136,0.0354,0.0025,low
ckxexc1ny11900413rvxk4muk,Loving the Bronx Parkchester Fridge,Daily. Free community fridge run by volunteers. Located inside Parkchester Green Farms Deli; no prepared foods. Check instagram for updates: https://www.instagram.com/lovingthebronx/,Community fridge,COMMUNITY_FRIDGE,UNAVAILABLE,88 Hugh J. Grant Circle,,New York,New York,10472,40.8325375,-73.8607032,America/New_York,https://www.facebook.com/LovingTheBronx/,(347) 992-2860,False,False,True,,,0.6,,0,0,,,True,False,The Bronx,0.26,0.17,0.0442,0.0031,low
664,Loyal Baptist Church,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,UNAVAILABLE,881 E 167th St,,New York,NY,10459,40.8262146,-73.8962305,America/New_York,https://loyalbaptistchurch.weebly.com/contact.html,(718) 328-3512,False,False,True,,,0.88,3.0,3,22,,,True,False,The Bronx,0.26,0.076,0.0198,0.0014,low
705,MCNY Bronx Campus Community Food Pantry,Basically this is only for school student and there family but if there is needy in neighborhood we will not return,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,463 E 149th St,,New York,NY,10455,40.8151917,-73.9152,America/New_York,https://www.mcny.edu/mcny-bronx/,(718) 665-7787,False,False,True,,,0.82,1.75,5,40,,"ID required,Proof of household income required",True,False,The Bronx,0.26,0.021,0.0055,0.0004,low
cl0rp4w5z001404pa2cjctxmo,MMCC Food Pantry,- Tickets are given from 8:30 am then food is given after to those with tickets. Call every month to check schedule,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,3450 Dekalb Ave,,Bronx,NY,10467,40.881931,-73.880493,America/New_York,https://www.mmcc.org/food-pantry/,(718) 882-4000,False,False,True,,,0.7,2.4761904761904763,41,196,,"ID required,Call in advance for services,First come, first serve: open until food runs out",True,True,The Bronx,0.26,0.118,0.0307,0.0022,low
ckzfyceyz2755063nxf7b8mzdex,MUNA Social Service - Parkchester Islamic Center`,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1375 Virginia Avenue,,Parkchester,NY,10462,40.8353884,-73.8621677,America/New_York,https://www.munassinc.org/locations/,(917) 267-8136,False,False,True,,,0.99,1.5,19,88,,,True,True,The Bronx,0.26,0.049,0.0127,0.0009,low
1496,"Manna of Life Ministries, Inc.","* Clients can visit once a month
* Needs volunteers",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1101 Boston Road,,Morrisania,NY,10456,40.82756980000001,-73.9049118,America/New_York,http://mannaoflife.org/,(347) 577-5788,False,True,True,,,1.0,2.655172413793103,37,124,,ID required,True,True,The Bronx,0.26,0.107,0.0278,0.002,low
clcpro8tf01urw704lsh08w3d,Marble Hill Food Pantry  at St. Stephen's,"Please note folks line up as early as 7:00 am. Some leave their shopping carts in a space and return at 3:00pm.
Next Distribution 25th August 2025 please confirm September datess",Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,146 W 228th St,,New York,NY,10463,40.876949,-73.909058,America/New_York,https://www.facebook.com/people/St-Stephens-UMC-Bronx/100090476544977/,(718) 562-8692,False,False,True,,,0.97,2.260869565217391,38,106,,"ID required,Registration required",True,False,The Bronx,0.26,0.214,0.0556,0.0039,low
724,Mary Mitchell Family Youth,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,2007 Mapes Ave,,New York,NY,10460,40.84510064822693,-73.8872826021362,America/New_York,http://themarymitchellfyc.org,(718) 583-1765,False,False,True,,,0.75,,0,0,,,True,False,The Bronx,0.26,0.18,0.0468,0.0033,low
cm9ii2s4j039ay20wjdmt6t1b,Mav Friendly Market,"Address: Mercy University, Bronx Campus, Room 2221.
Only for students
A: Members may visit the Mav Market on any campus during weekly open hours. Upon arrival, our staff members will check you in (or sign you up if you are not already a member!) and tell you your weekly point allocation based on your family size. Each item within the Market has a point value, and you are free to shop for whatever items you need until you have reached your weekly point number. We operate on a trust system, so we ",Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,1200 Waters Place,,Pelham Bay,NY,10461,40.8521558,-73.8371086,America/New_York,https://www.mercy.edu/student-support/mav-market,(718) 677-8209,False,False,True,,,0.74,,1,1,,Students & staff only,True,False,The Bronx,0.26,0.047,0.0122,0.0009,low
786,Mercy Center,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,377 E 145th St,,New York,NY,10454,40.81482871056796,-73.91994953862219,America/New_York,https://www.mercycenterbronx.org,(718) 993-2789,False,False,True,,,0.45,,0,0,,Registration required,True,False,The Bronx,0.26,0.017,0.0044,0.0003,low
744,"Mercy College, Mav Market Bronx",,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,1200 Waters Pl,,New York,NY,10461,40.8528373,-73.83706800000002,America/New_York,https://www.mercy.edu/student-affairs/mav-market,(212) 678-8209,False,False,True,,,0.5,,0,1,,,True,False,The Bronx,0.26,0.047,0.0122,0.0009,low
746,Metro House,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,2289 University Ave,,New York,NY,10468,40.8608858,-73.9069847,America/New_York,,,False,False,True,,,0.4,,0,0,,,False,False,The Bronx,0.26,0.117,0.0304,0.0022,low
ckykoax1800210421qs0zqva9,Mexican American Students' Alliance (MASA),"You could register using the online form https://docs.google.com/forms/d/e/1FAIpQLSf3q1OWtrdImtOHJePCtCUhvn9s7EWt1DylpL08FebwwxwdHg/viewform or by calling at (718) 360-6655

They will send an sms, when to receive food.

On-site registration required",Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,2770 Third Avenue,,Mott Haven,NY,10455,40.8145992,-73.9198202,America/New_York,https://masany.org/,(646) 481-5890,False,True,True,1.0,MONTH,0.85,1.6,7,24,,"ID required,Call in advance for services,Registration required",True,False,The Bronx,0.26,0.017,0.0044,0.0003,low
542,Mexican Coalition,Doesn't have specific date of distribution. Usually falls every Friday. Call (917) 600-1644 to make an appointment.,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,371 East 150th Street,,Bronx,NY,10455,40.8171439,-73.9183405,America/New_York,https://coalicionmexicana.org/,(917) 600-1644,False,True,True,,,0.83,,2,16,,Call in advance for services,True,True,The Bronx,0.26,0.036,0.0094,0.0007,low
798,Mid-Bronx Food Pantry,"-Seniors only
-Call a day in advance to confirm your appointment",Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,900 Grand Concourse,,Concourse Village,NY,10451,40.8271199,-73.92188279999999,America/New_York,https://midbronx.org/mbscc/index.php/services/families/food-pantry,(718) 588-8200,False,False,True,1.0,MONTH,0.87,1.625,25,72,,Call in advance for services,True,False,The Bronx,0.26,0.094,0.0244,0.0017,low
cmiq7jowj01xmweecloonxz5w,Ministry Of Divine Light,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,105 Rockwood Street,,Mount Eden,NY,10452,40.8422085,-73.91354989999999,America/New_York,,(718) 583-5894,False,False,True,,,0.89,2.0,4,11,,"ID required,Proof of address required",True,False,The Bronx,0.26,0.214,0.0556,0.0039,low
693,"Mission Walk an Episcopal, Lutheran Journey",,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,763 Prospect Ave,,New York,NY,10455,40.8176711,-73.9026652,America/New_York,https://www.mnys.org/locations/mission-walk-bronx/,(212) 665-0732,False,False,True,,,0.45,,0,0,,,False,False,The Bronx,0.26,0.007,0.0018,0.0001,low
cmisyef6w02775agxuov95upc,Missionaries of Charity,"**No hrs

Runs a shelter, soup kitchen, and more.",Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,UNAVAILABLE,344 East 146th Street,,Mott Haven,NY,10451,40.815059,-73.92125899999999,America/New_York,,(718) 292-0019,False,False,True,,,0.74,,0,3,,,False,False,The Bronx,0.26,0.07,0.0182,0.0013,low
632,"Missionary Church of Christ, Inc.",,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,937 Teller Ave,,New York,NY,10451,40.8260061,-73.91580789999999,America/New_York,https://www.iglesiacristomisionera.org/,(718) 588-4545,False,False,True,,,0.9,2.5,10,23,,"First come, first serve: open until food runs out",True,True,The Bronx,0.26,0.178,0.0463,0.0033,low
